Delivery Day,Hours,"Prices
(EUR/MWh)",datetime
5/10/2020,H19,43.79,2020-05-10 19:00:00
5/10/2020,H20,36.5,2020-05-10 20:00:00
5/10/2020,H21,27.85,2020-05-10 21:00:00
5/10/2020,H22,25.28,2020-05-10 22:00:00
5/10/2020,H23,23.8,2020-05-10 23:00:00
5/10/2020,H24,22.64,2020-05-10 00:00:00
5/11/2020,H1,36.53,2020-05-11 01:00:00
5/11/2020,H2,41.88,2020-05-11 02:00:00
5/11/2020,H3,60.0,2020-05-11 03:00:00
5/11/2020,H4,67.97,2020-05-11 04:00:00
5/11/2020,H5,88.13,2020-05-11 05:00:00
5/11/2020,H6,96.3,2020-05-11 06:00:00
5/11/2020,H7,80.27,2020-05-11 07:00:00
5/11/2020,H8,74.98,2020-05-11 08:00:00
5/11/2020,H9,74.98,2020-05-11 09:00:00
5/11/2020,H10,73.48,2020-05-11 10:00:00
5/11/2020,H11,76.21,2020-05-11 11:00:00
5/11/2020,H12,87.3,2020-05-11 12:00:00
5/11/2020,H13,98.6,2020-05-11 13:00:00
5/11/2020,H14,88.0,2020-05-11 14:00:00
5/11/2020,H15,78.06,2020-05-11 15:00:00
5/11/2020,H16,73.42,2020-05-11 16:00:00
5/11/2020,H17,62.0,2020-05-11 17:00:00
5/11/2020,H18,55.46,2020-05-11 18:00:00
5/11/2020,H19,53.95,2020-05-11 19:00:00
5/11/2020,H20,43.04,2020-05-11 20:00:00
5/11/2020,H21,35.32,2020-05-11 21:00:00
5/11/2020,H22,35.51,2020-05-11 22:00:00
5/11/2020,H23,34.01,2020-05-11 23:00:00
5/11/2020,H24,33.77,2020-05-11 00:00:00
5/12/2020,H1,27.41,2020-05-12 01:00:00
5/12/2020,H2,28.84,2020-05-12 02:00:00
5/12/2020,H3,31.99,2020-05-12 03:00:00
5/12/2020,H4,36.58,2020-05-12 04:00:00
5/12/2020,H5,40.03,2020-05-12 05:00:00
5/12/2020,H6,40.01,2020-05-12 06:00:00
5/12/2020,H7,39.08,2020-05-12 07:00:00
5/12/2020,H8,41.32,2020-05-12 08:00:00
5/12/2020,H9,39.51,2020-05-12 09:00:00
5/12/2020,H10,37.76,2020-05-12 10:00:00
5/12/2020,H11,39.74,2020-05-12 11:00:00
5/12/2020,H12,45.0,2020-05-12 12:00:00
5/12/2020,H13,53.1,2020-05-12 13:00:00
5/12/2020,H14,62.14,2020-05-12 14:00:00
5/12/2020,H15,63.15,2020-05-12 15:00:00
5/12/2020,H16,65.04,2020-05-12 16:00:00
5/12/2020,H17,60.05,2020-05-12 17:00:00
5/12/2020,H18,52.38,2020-05-12 18:00:00
5/12/2020,H19,49.54,2020-05-12 19:00:00
5/12/2020,H20,43.96,2020-05-12 20:00:00
5/12/2020,H21,41.92,2020-05-12 21:00:00
5/12/2020,H22,39.01,2020-05-12 22:00:00
5/12/2020,H23,37.54,2020-05-12 23:00:00
5/12/2020,H24,35.95,2020-05-12 00:00:00
5/13/2020,H1,25.29,2020-05-13 01:00:00
5/13/2020,H2,34.96,2020-05-13 02:00:00
5/13/2020,H3,49.01,2020-05-13 03:00:00
5/13/2020,H4,58.17,2020-05-13 04:00:00
5/13/2020,H5,63.97,2020-05-13 05:00:00
5/13/2020,H6,58.18,2020-05-13 06:00:00
5/13/2020,H7,50.47,2020-05-13 07:00:00
5/13/2020,H8,44.43,2020-05-13 08:00:00
5/13/2020,H9,43.93,2020-05-13 09:00:00
5/13/2020,H10,39.85,2020-05-13 10:00:00
5/13/2020,H11,43.08,2020-05-13 11:00:00
5/13/2020,H12,50.14,2020-05-13 12:00:00
5/13/2020,H13,56.43,2020-05-13 13:00:00
5/13/2020,H14,66.51,2020-05-13 14:00:00
5/13/2020,H15,69.44,2020-05-13 15:00:00
5/13/2020,H16,64.0,2020-05-13 16:00:00
5/13/2020,H17,57.63,2020-05-13 17:00:00
5/13/2020,H18,51.39,2020-05-13 18:00:00
5/13/2020,H19,45.73,2020-05-13 19:00:00
5/13/2020,H20,41.05,2020-05-13 20:00:00
5/13/2020,H21,41.22,2020-05-13 21:00:00
5/13/2020,H22,35.95,2020-05-13 22:00:00
5/13/2020,H23,30.65,2020-05-13 23:00:00
5/13/2020,H24,29.29,2020-05-13 00:00:00
5/14/2020,H1,29.06,2020-05-14 01:00:00
5/14/2020,H2,33.85,2020-05-14 02:00:00
5/14/2020,H3,42.78,2020-05-14 03:00:00
5/14/2020,H4,46.42,2020-05-14 04:00:00
5/14/2020,H5,44.24,2020-05-14 05:00:00
5/14/2020,H6,37.78,2020-05-14 06:00:00
5/14/2020,H7,33.22,2020-05-14 07:00:00
5/14/2020,H8,32.86,2020-05-14 08:00:00
5/14/2020,H9,30.72,2020-05-14 09:00:00
5/14/2020,H10,29.28,2020-05-14 10:00:00
5/14/2020,H11,31.27,2020-05-14 11:00:00
5/14/2020,H12,34.88,2020-05-14 12:00:00
5/14/2020,H13,38.84,2020-05-14 13:00:00
5/14/2020,H14,45.46,2020-05-14 14:00:00
5/14/2020,H15,61.29,2020-05-14 15:00:00
5/14/2020,H16,63.03,2020-05-14 16:00:00
5/14/2020,H17,51.2,2020-05-14 17:00:00
5/14/2020,H18,40.62,2020-05-14 18:00:00
5/14/2020,H19,34.95,2020-05-14 19:00:00
5/14/2020,H20,30.75,2020-05-14 20:00:00
5/14/2020,H21,31.04,2020-05-14 21:00:00
5/14/2020,H22,27.79,2020-05-14 22:00:00
5/14/2020,H23,23.93,2020-05-14 23:00:00
5/14/2020,H24,22.87,2020-05-14 00:00:00
5/15/2020,H1,11.88,2020-05-15 01:00:00
5/15/2020,H2,12.54,2020-05-15 02:00:00
5/15/2020,H3,14.18,2020-05-15 03:00:00
5/15/2020,H4,17.02,2020-05-15 04:00:00
5/15/2020,H5,16.23,2020-05-15 05:00:00
5/15/2020,H6,11.1,2020-05-15 06:00:00
5/15/2020,H7,10.37,2020-05-15 07:00:00
5/15/2020,H8,10.07,2020-05-15 08:00:00
5/15/2020,H9,6.42,2020-05-15 09:00:00
5/15/2020,H10,2.95,2020-05-15 10:00:00
5/15/2020,H11,1.45,2020-05-15 11:00:00
5/15/2020,H12,4.35,2020-05-15 12:00:00
5/15/2020,H13,6.42,2020-05-15 13:00:00
5/15/2020,H14,12.95,2020-05-15 14:00:00
5/15/2020,H15,23.75,2020-05-15 15:00:00
5/15/2020,H16,34.83,2020-05-15 16:00:00
5/15/2020,H17,39.3,2020-05-15 17:00:00
5/15/2020,H18,30.0,2020-05-15 18:00:00
5/15/2020,H19,23.85,2020-05-15 19:00:00
5/15/2020,H20,19.8,2020-05-15 20:00:00
5/15/2020,H21,30.73,2020-05-15 21:00:00
5/15/2020,H22,26.78,2020-05-15 22:00:00
5/15/2020,H23,26.07,2020-05-15 23:00:00
5/15/2020,H24,26.78,2020-05-15 00:00:00
5/16/2020,H1,17.09,2020-05-16 01:00:00
5/16/2020,H2,19.06,2020-05-16 02:00:00
5/16/2020,H3,25.98,2020-05-16 03:00:00
5/16/2020,H4,32.69,2020-05-16 04:00:00
5/16/2020,H5,30.92,2020-05-16 05:00:00
5/16/2020,H6,24.95,2020-05-16 06:00:00
5/16/2020,H7,21.75,2020-05-16 07:00:00
5/16/2020,H8,20.3,2020-05-16 08:00:00
5/16/2020,H9,19.9,2020-05-16 09:00:00
5/16/2020,H10,17.75,2020-05-16 10:00:00
5/16/2020,H11,17.01,2020-05-16 11:00:00
5/16/2020,H12,17.03,2020-05-16 12:00:00
5/16/2020,H13,18.64,2020-05-16 13:00:00
5/16/2020,H14,22.31,2020-05-16 14:00:00
5/16/2020,H15,32.65,2020-05-16 15:00:00
5/16/2020,H16,35.43,2020-05-16 16:00:00
5/16/2020,H17,38.44,2020-05-16 17:00:00
5/16/2020,H18,27.69,2020-05-16 18:00:00
5/16/2020,H19,25.84,2020-05-16 19:00:00
5/16/2020,H20,22.91,2020-05-16 20:00:00
5/16/2020,H21,27.19,2020-05-16 21:00:00
5/16/2020,H22,15.91,2020-05-16 22:00:00
5/16/2020,H23,12.64,2020-05-16 23:00:00
5/16/2020,H24,10.4,2020-05-16 00:00:00
5/17/2020,H1,18.09,2020-05-17 01:00:00
5/17/2020,H2,19.83,2020-05-17 02:00:00
5/17/2020,H3,27.2,2020-05-17 03:00:00
5/17/2020,H4,37.83,2020-05-17 04:00:00
5/17/2020,H5,44.47,2020-05-17 05:00:00
5/17/2020,H6,43.24,2020-05-17 06:00:00
5/17/2020,H7,38.27,2020-05-17 07:00:00
5/17/2020,H8,43.81,2020-05-17 08:00:00
5/17/2020,H9,40.06,2020-05-17 09:00:00
5/17/2020,H10,34.79,2020-05-17 10:00:00
5/17/2020,H11,30.0,2020-05-17 11:00:00
5/17/2020,H12,29.27,2020-05-17 12:00:00
5/17/2020,H13,33.42,2020-05-17 13:00:00
5/17/2020,H14,32.52,2020-05-17 14:00:00
5/17/2020,H15,36.82,2020-05-17 15:00:00
5/17/2020,H16,37.01,2020-05-17 16:00:00
5/17/2020,H17,41.19,2020-05-17 17:00:00
5/17/2020,H18,38.05,2020-05-17 18:00:00
5/17/2020,H19,34.0,2020-05-17 19:00:00
5/17/2020,H20,26.63,2020-05-17 20:00:00
5/17/2020,H21,18.35,2020-05-17 21:00:00
5/17/2020,H22,17.74,2020-05-17 22:00:00
5/17/2020,H23,17.03,2020-05-17 23:00:00
5/17/2020,H24,17.0,2020-05-17 00:00:00
5/18/2020,H1,22.32,2020-05-18 01:00:00
5/18/2020,H2,21.01,2020-05-18 02:00:00
5/18/2020,H3,22.01,2020-05-18 03:00:00
5/18/2020,H4,22.64,2020-05-18 04:00:00
5/18/2020,H5,21.96,2020-05-18 05:00:00
5/18/2020,H6,21.5,2020-05-18 06:00:00
5/18/2020,H7,20.51,2020-05-18 07:00:00
5/18/2020,H8,20.74,2020-05-18 08:00:00
5/18/2020,H9,19.64,2020-05-18 09:00:00
5/18/2020,H10,16.61,2020-05-18 10:00:00
5/18/2020,H11,14.71,2020-05-18 11:00:00
5/18/2020,H12,14.89,2020-05-18 12:00:00
5/18/2020,H13,19.43,2020-05-18 13:00:00
5/18/2020,H14,24.26,2020-05-18 14:00:00
5/18/2020,H15,30.54,2020-05-18 15:00:00
5/18/2020,H16,34.88,2020-05-18 16:00:00
5/18/2020,H17,37.76,2020-05-18 17:00:00
5/18/2020,H18,38.62,2020-05-18 18:00:00
5/18/2020,H19,38.04,2020-05-18 19:00:00
5/18/2020,H20,34.58,2020-05-18 20:00:00
5/18/2020,H21,24.47,2020-05-18 21:00:00
5/18/2020,H22,20.85,2020-05-18 22:00:00
5/18/2020,H23,19.09,2020-05-18 23:00:00
5/18/2020,H24,17.94,2020-05-18 00:00:00
5/19/2020,H1,26.98,2020-05-19 01:00:00
5/19/2020,H2,30.13,2020-05-19 02:00:00
5/19/2020,H3,35.21,2020-05-19 03:00:00
5/19/2020,H4,40.97,2020-05-19 04:00:00
5/19/2020,H5,41.28,2020-05-19 05:00:00
5/19/2020,H6,40.02,2020-05-19 06:00:00
5/19/2020,H7,38.76,2020-05-19 07:00:00
5/19/2020,H8,39.56,2020-05-19 08:00:00
5/19/2020,H9,39.08,2020-05-19 09:00:00
5/19/2020,H10,39.62,2020-05-19 10:00:00
5/19/2020,H11,40.32,2020-05-19 11:00:00
5/19/2020,H12,39.5,2020-05-19 12:00:00
5/19/2020,H13,42.67,2020-05-19 13:00:00
5/19/2020,H14,43.22,2020-05-19 14:00:00
5/19/2020,H15,47.84,2020-05-19 15:00:00
5/19/2020,H16,52.12,2020-05-19 16:00:00
5/19/2020,H17,51.49,2020-05-19 17:00:00
5/19/2020,H18,44.34,2020-05-19 18:00:00
5/19/2020,H19,39.26,2020-05-19 19:00:00
5/19/2020,H20,31.31,2020-05-19 20:00:00
5/19/2020,H21,32.45,2020-05-19 21:00:00
5/19/2020,H22,27.08,2020-05-19 22:00:00
5/19/2020,H23,24.67,2020-05-19 23:00:00
5/19/2020,H24,23.02,2020-05-19 00:00:00
5/20/2020,H1,31.02,2020-05-20 01:00:00
5/20/2020,H2,31.86,2020-05-20 02:00:00
5/20/2020,H3,33.42,2020-05-20 03:00:00
5/20/2020,H4,39.93,2020-05-20 04:00:00
5/20/2020,H5,39.18,2020-05-20 05:00:00
5/20/2020,H6,38.59,2020-05-20 06:00:00
5/20/2020,H7,34.89,2020-05-20 07:00:00
5/20/2020,H8,32.55,2020-05-20 08:00:00
5/20/2020,H9,30.9,2020-05-20 09:00:00
5/20/2020,H10,26.82,2020-05-20 10:00:00
5/20/2020,H11,26.35,2020-05-20 11:00:00
5/20/2020,H12,31.24,2020-05-20 12:00:00
5/20/2020,H13,36.44,2020-05-20 13:00:00
5/20/2020,H14,41.5,2020-05-20 14:00:00
5/20/2020,H15,43.25,2020-05-20 15:00:00
5/20/2020,H16,50.1,2020-05-20 16:00:00
5/20/2020,H17,49.95,2020-05-20 17:00:00
5/20/2020,H18,43.47,2020-05-20 18:00:00
5/20/2020,H19,40.1,2020-05-20 19:00:00
5/20/2020,H20,35.53,2020-05-20 20:00:00
5/20/2020,H21,31.94,2020-05-20 21:00:00
5/20/2020,H22,28.74,2020-05-20 22:00:00
5/20/2020,H23,27.03,2020-05-20 23:00:00
5/20/2020,H24,26.72,2020-05-20 00:00:00
5/21/2020,H1,27.41,2020-05-21 01:00:00
5/21/2020,H2,33.1,2020-05-21 02:00:00
5/21/2020,H3,49.0,2020-05-21 03:00:00
5/21/2020,H4,63.02,2020-05-21 04:00:00
5/21/2020,H5,69.42,2020-05-21 05:00:00
5/21/2020,H6,65.0,2020-05-21 06:00:00
5/21/2020,H7,58.99,2020-05-21 07:00:00
5/21/2020,H8,55.89,2020-05-21 08:00:00
5/21/2020,H9,53.53,2020-05-21 09:00:00
5/21/2020,H10,50.0,2020-05-21 10:00:00
5/21/2020,H11,48.55,2020-05-21 11:00:00
5/21/2020,H12,49.0,2020-05-21 12:00:00
5/21/2020,H13,52.25,2020-05-21 13:00:00
5/21/2020,H14,60.89,2020-05-21 14:00:00
5/21/2020,H15,77.5,2020-05-21 15:00:00
5/21/2020,H16,91.23,2020-05-21 16:00:00
5/21/2020,H17,65.54,2020-05-21 17:00:00
5/21/2020,H18,53.0,2020-05-21 18:00:00
5/21/2020,H19,47.53,2020-05-21 19:00:00
5/21/2020,H20,40.91,2020-05-21 20:00:00
5/21/2020,H21,41.77,2020-05-21 21:00:00
5/21/2020,H22,36.7,2020-05-21 22:00:00
5/21/2020,H23,33.49,2020-05-21 23:00:00
5/21/2020,H24,31.36,2020-05-21 00:00:00
5/22/2020,H1,32.97,2020-05-22 01:00:00
5/22/2020,H2,42.26,2020-05-22 02:00:00
5/22/2020,H3,52.65,2020-05-22 03:00:00
5/22/2020,H4,59.87,2020-05-22 04:00:00
5/22/2020,H5,60.35,2020-05-22 05:00:00
5/22/2020,H6,62.34,2020-05-22 06:00:00
5/22/2020,H7,59.55,2020-05-22 07:00:00
5/22/2020,H8,60.18,2020-05-22 08:00:00
5/22/2020,H9,61.83,2020-05-22 09:00:00
5/22/2020,H10,61.57,2020-05-22 10:00:00
5/22/2020,H11,65.55,2020-05-22 11:00:00
5/22/2020,H12,87.54,2020-05-22 12:00:00
5/22/2020,H13,94.1,2020-05-22 13:00:00
5/22/2020,H14,94.1,2020-05-22 14:00:00
5/22/2020,H15,78.96,2020-05-22 15:00:00
5/22/2020,H16,65.97,2020-05-22 16:00:00
5/22/2020,H17,54.21,2020-05-22 17:00:00
5/22/2020,H18,51.99,2020-05-22 18:00:00
5/22/2020,H19,48.08,2020-05-22 19:00:00
5/22/2020,H20,38.95,2020-05-22 20:00:00
5/22/2020,H21,30.5,2020-05-22 21:00:00
5/22/2020,H22,29.43,2020-05-22 22:00:00
5/22/2020,H23,27.93,2020-05-22 23:00:00
5/22/2020,H24,26.42,2020-05-22 00:00:00
5/23/2020,H1,33.12,2020-05-23 01:00:00
5/23/2020,H2,35.44,2020-05-23 02:00:00
5/23/2020,H3,40.06,2020-05-23 03:00:00
5/23/2020,H4,60.93,2020-05-23 04:00:00
5/23/2020,H5,68.84,2020-05-23 05:00:00
5/23/2020,H6,66.45,2020-05-23 06:00:00
5/23/2020,H7,62.55,2020-05-23 07:00:00
5/23/2020,H8,57.09,2020-05-23 08:00:00
5/23/2020,H9,55.73,2020-05-23 09:00:00
5/23/2020,H10,54.01,2020-05-23 10:00:00
5/23/2020,H11,52.83,2020-05-23 11:00:00
5/23/2020,H12,54.17,2020-05-23 12:00:00
5/23/2020,H13,59.12,2020-05-23 13:00:00
5/23/2020,H14,61.17,2020-05-23 14:00:00
5/23/2020,H15,60.4,2020-05-23 15:00:00
5/23/2020,H16,56.54,2020-05-23 16:00:00
5/23/2020,H17,52.39,2020-05-23 17:00:00
5/23/2020,H18,48.37,2020-05-23 18:00:00
5/23/2020,H19,46.67,2020-05-23 19:00:00
5/23/2020,H20,41.68,2020-05-23 20:00:00
5/23/2020,H21,35.24,2020-05-23 21:00:00
5/23/2020,H22,32.79,2020-05-23 22:00:00
5/23/2020,H23,29.99,2020-05-23 23:00:00
5/23/2020,H24,28.63,2020-05-23 00:00:00
5/24/2020,H1,33.48,2020-05-24 01:00:00
5/24/2020,H2,41.85,2020-05-24 02:00:00
5/24/2020,H3,50.04,2020-05-24 03:00:00
5/24/2020,H4,62.09,2020-05-24 04:00:00
5/24/2020,H5,69.36,2020-05-24 05:00:00
5/24/2020,H6,66.2,2020-05-24 06:00:00
5/24/2020,H7,63.22,2020-05-24 07:00:00
5/24/2020,H8,61.77,2020-05-24 08:00:00
5/24/2020,H9,65.05,2020-05-24 09:00:00
5/24/2020,H10,64.99,2020-05-24 10:00:00
5/24/2020,H11,68.84,2020-05-24 11:00:00
5/24/2020,H12,73.44,2020-05-24 12:00:00
5/24/2020,H13,88.03,2020-05-24 13:00:00
5/24/2020,H14,85.91,2020-05-24 14:00:00
5/24/2020,H15,83.9,2020-05-24 15:00:00
5/24/2020,H16,75.32,2020-05-24 16:00:00
5/24/2020,H17,68.01,2020-05-24 17:00:00
5/24/2020,H18,60.06,2020-05-24 18:00:00
5/24/2020,H19,59.95,2020-05-24 19:00:00
5/24/2020,H20,51.89,2020-05-24 20:00:00
5/24/2020,H21,37.88,2020-05-24 21:00:00
5/24/2020,H22,34.62,2020-05-24 22:00:00
5/24/2020,H23,33.84,2020-05-24 23:00:00
5/24/2020,H24,32.94,2020-05-24 00:00:00
5/25/2020,H1,31.45,2020-05-25 01:00:00
5/25/2020,H2,33.89,2020-05-25 02:00:00
5/25/2020,H3,39.93,2020-05-25 03:00:00
5/25/2020,H4,44.61,2020-05-25 04:00:00
5/25/2020,H5,53.68,2020-05-25 05:00:00
5/25/2020,H6,59.0,2020-05-25 06:00:00
5/25/2020,H7,51.23,2020-05-25 07:00:00
5/25/2020,H8,45.21,2020-05-25 08:00:00
5/25/2020,H9,41.41,2020-05-25 09:00:00
5/25/2020,H10,40.08,2020-05-25 10:00:00
5/25/2020,H11,41.01,2020-05-25 11:00:00
5/25/2020,H12,40.07,2020-05-25 12:00:00
5/25/2020,H13,43.47,2020-05-25 13:00:00
5/25/2020,H14,46.42,2020-05-25 14:00:00
5/25/2020,H15,51.5,2020-05-25 15:00:00
5/25/2020,H16,56.13,2020-05-25 16:00:00
5/25/2020,H17,55.44,2020-05-25 17:00:00
5/25/2020,H18,47.79,2020-05-25 18:00:00
5/25/2020,H19,47.9,2020-05-25 19:00:00
5/25/2020,H20,41.94,2020-05-25 20:00:00
5/25/2020,H21,33.63,2020-05-25 21:00:00
5/25/2020,H22,33.48,2020-05-25 22:00:00
5/25/2020,H23,31.36,2020-05-25 23:00:00
5/25/2020,H24,30.92,2020-05-25 00:00:00
5/26/2020,H1,24.64,2020-05-26 01:00:00
5/26/2020,H2,27.22,2020-05-26 02:00:00
5/26/2020,H3,30.97,2020-05-26 03:00:00
5/26/2020,H4,38.82,2020-05-26 04:00:00
5/26/2020,H5,43.54,2020-05-26 05:00:00
5/26/2020,H6,45.59,2020-05-26 06:00:00
5/26/2020,H7,43.27,2020-05-26 07:00:00
5/26/2020,H8,39.41,2020-05-26 08:00:00
5/26/2020,H9,37.22,2020-05-26 09:00:00
5/26/2020,H10,35.06,2020-05-26 10:00:00
5/26/2020,H11,33.02,2020-05-26 11:00:00
5/26/2020,H12,34.2,2020-05-26 12:00:00
5/26/2020,H13,36.33,2020-05-26 13:00:00
5/26/2020,H14,36.95,2020-05-26 14:00:00
5/26/2020,H15,40.09,2020-05-26 15:00:00
5/26/2020,H16,44.78,2020-05-26 16:00:00
5/26/2020,H17,42.74,2020-05-26 17:00:00
5/26/2020,H18,39.74,2020-05-26 18:00:00
5/26/2020,H19,36.44,2020-05-26 19:00:00
5/26/2020,H20,36.7,2020-05-26 20:00:00
5/26/2020,H21,34.0,2020-05-26 21:00:00
5/26/2020,H22,39.54,2020-05-26 22:00:00
5/26/2020,H23,34.9,2020-05-26 23:00:00
5/26/2020,H24,32.32,2020-05-26 00:00:00
5/27/2020,H1,1.04,2020-05-27 01:00:00
5/27/2020,H2,3.08,2020-05-27 02:00:00
5/27/2020,H3,3.1,2020-05-27 03:00:00
5/27/2020,H4,3.08,2020-05-27 04:00:00
5/27/2020,H5,9.21,2020-05-27 05:00:00
5/27/2020,H6,13.09,2020-05-27 06:00:00
5/27/2020,H7,13.34,2020-05-27 07:00:00
5/27/2020,H8,10.42,2020-05-27 08:00:00
5/27/2020,H9,6.21,2020-05-27 09:00:00
5/27/2020,H10,3.56,2020-05-27 10:00:00
5/27/2020,H11,3.08,2020-05-27 11:00:00
5/27/2020,H12,3.06,2020-05-27 12:00:00
5/27/2020,H13,3.07,2020-05-27 13:00:00
5/27/2020,H14,5.07,2020-05-27 14:00:00
5/27/2020,H15,8.79,2020-05-27 15:00:00
5/27/2020,H16,15.84,2020-05-27 16:00:00
5/27/2020,H17,33.0,2020-05-27 17:00:00
5/27/2020,H18,38.92,2020-05-27 18:00:00
5/27/2020,H19,26.47,2020-05-27 19:00:00
5/27/2020,H20,20.71,2020-05-27 20:00:00
5/27/2020,H21,13.59,2020-05-27 21:00:00
5/27/2020,H22,29.07,2020-05-27 22:00:00
5/27/2020,H23,25.38,2020-05-27 23:00:00
5/27/2020,H24,24.13,2020-05-27 00:00:00
5/28/2020,H1,20.09,2020-05-28 01:00:00
5/28/2020,H2,20.42,2020-05-28 02:00:00
5/28/2020,H3,22.8,2020-05-28 03:00:00
5/28/2020,H4,30.27,2020-05-28 04:00:00
5/28/2020,H5,39.83,2020-05-28 05:00:00
5/28/2020,H6,40.04,2020-05-28 06:00:00
5/28/2020,H7,33.09,2020-05-28 07:00:00
5/28/2020,H8,30.45,2020-05-28 08:00:00
5/28/2020,H9,32.11,2020-05-28 09:00:00
5/28/2020,H10,28.22,2020-05-28 10:00:00
5/28/2020,H11,26.09,2020-05-28 11:00:00
5/28/2020,H12,25.59,2020-05-28 12:00:00
5/28/2020,H13,25.59,2020-05-28 13:00:00
5/28/2020,H14,26.29,2020-05-28 14:00:00
5/28/2020,H15,28.69,2020-05-28 15:00:00
5/28/2020,H16,35.49,2020-05-28 16:00:00
5/28/2020,H17,40.0,2020-05-28 17:00:00
5/28/2020,H18,33.93,2020-05-28 18:00:00
5/28/2020,H19,26.81,2020-05-28 19:00:00
5/28/2020,H20,24.31,2020-05-28 20:00:00
5/28/2020,H21,21.22,2020-05-28 21:00:00
5/28/2020,H22,6.5,2020-05-28 22:00:00
5/28/2020,H23,2.49,2020-05-28 23:00:00
5/28/2020,H24,1.04,2020-05-28 00:00:00
5/29/2020,H1,21.51,2020-05-29 01:00:00
5/29/2020,H2,19.98,2020-05-29 02:00:00
5/29/2020,H3,19.89,2020-05-29 03:00:00
5/29/2020,H4,24.91,2020-05-29 04:00:00
5/29/2020,H5,35.09,2020-05-29 05:00:00
5/29/2020,H6,31.92,2020-05-29 06:00:00
5/29/2020,H7,33.91,2020-05-29 07:00:00
5/29/2020,H8,30.04,2020-05-29 08:00:00
5/29/2020,H9,30.09,2020-05-29 09:00:00
5/29/2020,H10,29.07,2020-05-29 10:00:00
5/29/2020,H11,23.64,2020-05-29 11:00:00
5/29/2020,H12,22.0,2020-05-29 12:00:00
5/29/2020,H13,26.47,2020-05-29 13:00:00
5/29/2020,H14,31.23,2020-05-29 14:00:00
5/29/2020,H15,34.08,2020-05-29 15:00:00
5/29/2020,H16,36.41,2020-05-29 16:00:00
5/29/2020,H17,33.09,2020-05-29 17:00:00
5/29/2020,H18,41.05,2020-05-29 18:00:00
5/29/2020,H19,45.75,2020-05-29 19:00:00
5/29/2020,H20,37.18,2020-05-29 20:00:00
5/29/2020,H21,28.66,2020-05-29 21:00:00
5/29/2020,H22,23.36,2020-05-29 22:00:00
5/29/2020,H23,21.06,2020-05-29 23:00:00
5/29/2020,H24,20.54,2020-05-29 00:00:00
5/30/2020,H1,25.2,2020-05-30 01:00:00
5/30/2020,H2,25.38,2020-05-30 02:00:00
5/30/2020,H3,26.24,2020-05-30 03:00:00
5/30/2020,H4,36.22,2020-05-30 04:00:00
5/30/2020,H5,42.28,2020-05-30 05:00:00
5/30/2020,H6,41.0,2020-05-30 06:00:00
5/30/2020,H7,39.12,2020-05-30 07:00:00
5/30/2020,H8,36.57,2020-05-30 08:00:00
5/30/2020,H9,35.92,2020-05-30 09:00:00
5/30/2020,H10,34.9,2020-05-30 10:00:00
5/30/2020,H11,33.27,2020-05-30 11:00:00
5/30/2020,H12,32.01,2020-05-30 12:00:00
5/30/2020,H13,31.9,2020-05-30 13:00:00
5/30/2020,H14,33.36,2020-05-30 14:00:00
5/30/2020,H15,39.5,2020-05-30 15:00:00
5/30/2020,H16,45.09,2020-05-30 16:00:00
5/30/2020,H17,49.5,2020-05-30 17:00:00
5/30/2020,H18,48.98,2020-05-30 18:00:00
5/30/2020,H19,45.5,2020-05-30 19:00:00
5/30/2020,H20,43.27,2020-05-30 20:00:00
5/30/2020,H21,38.7,2020-05-30 21:00:00
5/30/2020,H22,43.63,2020-05-30 22:00:00
5/30/2020,H23,30.05,2020-05-30 23:00:00
5/30/2020,H24,23.32,2020-05-30 00:00:00
5/31/2020,H1,27.37,2020-05-31 01:00:00
5/31/2020,H2,28.15,2020-05-31 02:00:00
5/31/2020,H3,30.56,2020-05-31 03:00:00
5/31/2020,H4,36.24,2020-05-31 04:00:00
5/31/2020,H5,42.0,2020-05-31 05:00:00
5/31/2020,H6,43.17,2020-05-31 06:00:00
5/31/2020,H7,43.48,2020-05-31 07:00:00
5/31/2020,H8,41.42,2020-05-31 08:00:00
5/31/2020,H9,41.49,2020-05-31 09:00:00
5/31/2020,H10,45.8,2020-05-31 10:00:00
5/31/2020,H11,45.3,2020-05-31 11:00:00
5/31/2020,H12,43.99,2020-05-31 12:00:00
5/31/2020,H13,45.3,2020-05-31 13:00:00
5/31/2020,H14,40.95,2020-05-31 14:00:00
5/31/2020,H15,44.1,2020-05-31 15:00:00
5/31/2020,H16,47.96,2020-05-31 16:00:00
5/31/2020,H17,53.43,2020-05-31 17:00:00
5/31/2020,H18,49.23,2020-05-31 18:00:00
5/31/2020,H19,45.1,2020-05-31 19:00:00
5/31/2020,H20,42.73,2020-05-31 20:00:00
5/31/2020,H21,39.11,2020-05-31 21:00:00
5/31/2020,H22,29.9,2020-05-31 22:00:00
5/31/2020,H23,26.61,2020-05-31 23:00:00
5/31/2020,H24,25.51,2020-05-31 00:00:00
6/1/2020,H1,27.31,2020-06-01 01:00:00
6/1/2020,H2,26.93,2020-06-01 02:00:00
6/1/2020,H3,27.02,2020-06-01 03:00:00
6/1/2020,H4,27.14,2020-06-01 04:00:00
6/1/2020,H5,29.07,2020-06-01 05:00:00
6/1/2020,H6,29.09,2020-06-01 06:00:00
6/1/2020,H7,28.94,2020-06-01 07:00:00
